IPL Edition,Date,Time,Stadium,City,Match Details,Team 1,Team 2,Team Batting,Total Runs,Total Wickets,Batsman Names,Out/Not Out,Balls Played,Runs Scored,Fours,Sixes,Strike Rate
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Conway,b Shami,6.0,1,0.0,0.0,16.67
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Ruturaj Gaikwad,c Shubman Gill b Alzarri Joseph,50.0,92,4.0,9.0,184.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Moeen,c W Saha b Rashid Khan,17.0,23,4.0,1.0,135.29
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Stokes,c W Saha b Rashid Khan,6.0,7,1.0,0.0,116.67
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Rayudu,b Joshua Little,12.0,12,0.0,1.0,100.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Shivam Dube,c Rashid Khan b Shami,18.0,19,0.0,1.0,105.56
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Ravindra Jadeja,c Vijay Shankar b Alzarri Joseph,2.0,1,0.0,0.0,50.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Dhoni (c & wk),not out,7.0,14,1.0,1.0,200.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Chennai Super Kings Innings,178,7,Santner,not out,3.0,1,0.0,0.0,33.33
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Wriddhiman Saha (wk),c Shivam Dube b Rajvardhan Hangargekar,16.0,25,2.0,2.0,156.25
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Shubman Gill,c Ruturaj Gaikwad b Tushar Deshpande,36.0,63,6.0,3.0,175.0
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Sai Sudharsan,c Dhoni b Rajvardhan Hangargekar,17.0,22,3.0,0.0,129.41
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Hardik Pandya (c),b Ravindra Jadeja,11.0,8,0.0,0.0,72.73
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Vijay Shankar,c Santner b Rajvardhan Hangargekar,21.0,27,2.0,1.0,128.57
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Rahul Tewatia,not out,14.0,15,1.0,1.0,107.14
2023,2023-03-31,07:30 PM,Narendra Modi Stadium,Ahmedabad,"Gujarat Titans vs Chennai Super Kings, 1st Match",Gujarat Titans,Chennai Super Kings,Gujarat Titans Innings,182,5,Rashid Khan,not out,3.0,10,1.0,1.0,333.33
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Prabhsimran,c Gurbaz b Southee,12.0,23,2.0,2.0,191.67
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Dhawan (c),,29.0,40,6.0,0.0,137.93
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,B Rajapaksa,c Rinku Singh b Umesh,32.0,50,5.0,2.0,156.25
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Jitesh Sharma (wk),c Umesh b Southee,11.0,21,1.0,2.0,190.91
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Raza,c Nitish Rana b Narine,13.0,16,1.0,1.0,123.08
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Sam Curran,not out,17.0,26,0.0,2.0,152.94
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Punjab Kings Innings,191,5,Shahrukh Khan,not out,7.0,11,2.0,0.0,157.14
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Mandeep Singh,c Sam Curran b Arshdeep Singh,4.0,2,0.0,0.0,50.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Rahmanullah Gurbaz (wk),b Nathan Ellis,16.0,22,3.0,1.0,137.5
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Anukul Roy,c Raza b Arshdeep Singh,5.0,4,1.0,0.0,80.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Venkatesh Iyer,c Rahul Chahar b Arshdeep Singh,28.0,34,3.0,1.0,121.43
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Nitish Rana (c),c Rahul Chahar b Raza,17.0,24,3.0,1.0,141.18
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Rinku Singh,c Raza b Rahul Chahar,4.0,4,0.0,0.0,100.0
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Andre Russell,c Raza b Sam Curran,19.0,35,3.0,2.0,184.21
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Shardul Thakur,not out,3.0,8,0.0,1.0,266.67
2023,2023-04-01,03:30 PM,Punjab Cricket Association IS Bindra Stadium,Mohali,"Punjab Kings vs Kolkata Knight Riders, 2nd Match",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders Innings,146,7,Sunil Narine,not out,2.0,7,0.0,1.0,350.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Rahul (c),c Axar b Chetan Sakariya,12.0,8,0.0,1.0,66.67
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,K Mayers,b Axar,38.0,,2.0,7.0,192.11
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Deepak Hooda,c Warner b Kuldeep Yadav,18.0,17,0.0,0.0,94.44
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Krunal Pandya,not out,13.0,15,0.0,1.0,115.38
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Stoinis,c Sarfaraz Khan b Khaleel Ahmed,10.0,12,0.0,1.0,120.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Pooran (wk),c Prithvi Shaw b Khaleel Ahmed,21.0,36,2.0,3.0,171.43
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,Ayush Badoni,c Sarfaraz Khan b Chetan Sakariya,7.0,18,1.0,2.0,257.14
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants Innings,193,6,K Gowtham,not out,1.0,6,0.0,1.0,600.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Prithvi Shaw,b Mark Wood,9.0,12,2.0,0.0,133.33
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,David Warner (c),c K Gowtham b Avesh Khan,48.0,56,7.0,0.0,116.67
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Mitchell Marsh,b Mark Wood,1.0,0,0.0,0.0,0.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Sarfaraz Khan (wk),c K Gowtham b Mark Wood,9.0,4,1.0,0.0,44.44
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Rilee Rossouw,c K Mayers b Ravi Bishnoi,20.0,30,3.0,1.0,150.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Rovman Powell,lbw b Ravi Bishnoi,3.0,1,0.0,0.0,33.33
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Aman Hakim Khan,c Pooran b Avesh Khan,5.0,4,0.0,0.0,80.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Axar Patel,c (sub)Prerak Mankad b Mark Wood,11.0,16,1.0,1.0,145.45
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Kuldeep Yadav,not out,10.0,6,0.0,0.0,60.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Chetan Sakariya,c Krunal Pandya b Mark Wood,4.0,4,1.0,0.0,100.0
2023,2023-04-01,07:30 PM,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,"Lucknow Super Giants vs Delhi Capitals, 3rd Match",Lucknow Super Giants,Delhi Capitals,Delhi Capitals Innings,143,9,Mukesh Kumar,not out,1.0,0,0.0,0.0,0.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Yashasvi Jaiswal,c Mayank Agarwal b Fazalhaq Farooqi,37.0,54,9.0,0.0,145.95
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Jos Buttler,b Fazalhaq Farooqi,22.0,54,7.0,3.0,245.45
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Samson (c & wk),c Abhishek Sharma b T Natarajan,32.0,55,3.0,4.0,171.88
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Padikkal,b Umran Malik,5.0,2,0.0,0.0,40.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Riyan Parag,c Fazalhaq Farooqi b T Natarajan,6.0,7,1.0,0.0,116.67
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Hetmyer,not out,16.0,22,1.0,1.0,137.5
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals Innings,203,5,Ashwin,not out,2.0,1,0.0,0.0,50.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Abhishek Sharma,b Boult,3.0,0,0.0,0.0,0.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Mayank Agarwal,c Jos Buttler b Chahal,23.0,27,3.0,0.0,117.39
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Rahul Tripathi,c Holder b Boult,2.0,0,0.0,0.0,0.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Harry Brook,b Chahal,21.0,13,1.0,0.0,61.9
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Washington Sundar,c Hetmyer b Holder,5.0,1,0.0,0.0,20.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Glenn Phillips (wk),c KM Asif b Ashwin,6.0,8,0.0,1.0,133.33
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Abdul Samad,not out,32.0,32,2.0,1.0,100.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Adil Rashid,st Samson b Chahal,13.0,18,1.0,1.0,138.46
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Bhuvneshwar Kumar (c),b Chahal,10.0,6,0.0,0.0,60.0
2023,2023-04-02,03:30 PM,Rajiv Gandhi International Stadium,Hyderabad,"Sunrisers Hyderabad vs Rajasthan Royals, 4th Match",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad Innings,131,8,Umran Malik,not out,8.0,19,1.0,2.0,237.5
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Rohit (c),c Karthik b Akash Deep,,1,0.0,0.0,10.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Ishan Kishan (wk),c Harshal Patel b Siraj,13.0,10,2.0,0.0,76.92
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Green,b R Topley,4.0,5,1.0,0.0,125.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Suryakumar Yadav,c Shahbaz Ahmed b M Bracewell,16.0,15,1.0,0.0,93.75
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Tilak Varma,not out,46.0,84,9.0,4.0,182.61
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Nehal Wadhera,c Kohli b Karn Sharma,13.0,21,1.0,2.0,161.54
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Tim David,b Karn Sharma,7.0,4,0.0,0.0,57.14
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Hrithik Shokeen,c du Plessis b Harshal Patel,3.0,5,1.0,0.0,166.67
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians Innings,171,7,Arshad Khan,not out,9.0,15,0.0,1.0,166.67
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,172,2,Virat Kohli,not out,49.0,82,6.0,5.0,167.35
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,172,2,Faf du Plessis (c),c Tim David b Arshad Khan,43.0,73,5.0,6.0,169.77
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,172,2,Dinesh Karthik (wk),c Tilak Varma b Green,3.0,0,0.0,0.0,0.0
2023,2023-04-02,07:30 PM,M.Chinnaswamy Stadium,Bengaluru,"Royal Challengers Bangalore vs Mumbai Indians, 5th Match",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore Innings,172,2,Glenn Maxwell,not out,3.0,12,0.0,2.0,400.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Ruturaj Gaikwad,c Mark Wood b Ravi Bishnoi,31.0,57,3.0,4.0,183.87
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,,c Krunal Pandya b Mark Wood,29.0,47,5.0,2.0,162.07
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Shivam Dube,c Mark Wood b Ravi Bishnoi,16.0,27,1.0,3.0,168.75
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Moeen,st Pooran b Ravi Bishnoi,13.0,19,3.0,0.0,146.15
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Stokes,c Yash Thakur b Avesh Khan,8.0,8,1.0,0.0,100.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Rayudu,not out,14.0,27,2.0,2.0,192.86
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Ravindra Jadeja,c Ravi Bishnoi b Mark Wood,6.0,3,0.0,0.0,50.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Dhoni (c & wk),c Ravi Bishnoi b Mark Wood,3.0,12,0.0,2.0,400.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings Innings,217,7,Santner,not out,1.0,1,0.0,0.0,100.0
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,205,7,KL Rahul (c),c Ruturaj Gaikwad b Moeen,18.0,20,2.0,0.0,111.11
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,205,7,Kyle Mayers,c Conway b Moeen,22.0,53,8.0,2.0,240.91
2023,2023-04-03,07:30 PM,MA Chidambaram Stadium,Chennai,"Chennai Super Kings vs Lucknow Super Giants, 6th Match",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants Innings,205,7,Deepak Hooda,c Stokes b Santner,6.0,2,0.0,0.0,33.33
